420
75.7,03/07/15 13:47:27
71.5,03/07/15 13:47:30
69.2,03/07/15 13:47:33
64.7,03/07/15 13:47:36
76.2,03/07/15 13:47:39
69.8,03/07/15 13:47:42
70.8,03/07/15 13:47:45
73.2,03/07/15 13:47:48
64.0,03/07/15 13:47:51
63.0,03/07/15 13:47:54
70.2,03/07/15 13:47:57
68.5,03/07/15 13:48:00
65.5,03/07/15 13:48:03
69.0,03/07/15 13:48:06
67.3,03/07/15 13:48:09
79.2,03/07/15 13:48:12
78.0,03/07/15 13:48:15
63.2,03/07/15 13:48:18
75.3,03/07/15 13:48:21
65.0,03/07/15 13:48:24
68.8,03/07/15 13:48:27
75.2,03/07/15 13:48:30
67.7,03/07/15 13:48:33
74.2,03/07/15 13:48:36
69.3,03/07/15 13:48:40
74.2,03/07/15 13:48:43
68.3,03/07/15 13:48:46
75.7,03/07/15 13:48:49
67.5,03/07/15 13:48:52
75.8,03/07/15 13:48:55
66.7,03/07/15 13:48:58
68.5,03/07/15 13:49:01
68.0,03/07/15 13:49:04
76.0,03/07/15 13:49:07
76.0,03/07/15 13:49:10
67.8,03/07/15 13:49:13
67.7,03/07/15 13:49:16
69.2,03/07/15 13:49:19
71.2,03/07/15 13:49:22
70.0,03/07/15 13:49:25
70.0,03/07/15 13:49:28
71.0,03/07/15 13:49:31
64.8,03/07/15 13:49:34
74.0,03/07/15 13:49:37
64.7,03/07/15 13:49:40
74.0,03/07/15 13:49:43
64.7,03/07/15 13:49:46
62.8,03/07/15 13:49:49
74.0,03/07/15 13:49:52
70.2,03/07/15 13:49:55
60.8,03/07/15 13:49:58
61.8,03/07/15 13:50:02
71.0,03/07/15 13:50:05
73.7,03/07/15 13:50:08
72.2,03/07/15 13:50:11
69.7,03/07/15 13:50:14
70.5,03/07/15 13:50:17
72.7,03/07/15 13:50:20
74.3,03/07/15 13:50:23
64.8,03/07/15 13:50:26
68.7,03/07/15 13:50:29
75.7,03/07/15 13:50:32
69.7,03/07/15 13:50:35
65.7,03/07/15 13:50:38
67.3,03/07/15 13:50:41
74.8,03/07/15 13:50:44
65.2,03/07/15 13:50:47
65.5,03/07/15 13:50:50
75.3,03/07/15 13:50:53
76.0,03/07/15 13:50:56
72.2,03/07/15 13:50:59
73.8,03/07/15 13:51:02
65.2,03/07/15 13:51:05
70.3,03/07/15 13:51:08
77.8,03/07/15 13:51:11
73.5,03/07/15 13:51:14
69.7,03/07/15 13:51:17
73.7,03/07/15 13:51:20
66.2,03/07/15 13:51:24
63.2,03/07/15 13:51:27
74.5,03/07/15 13:51:30
71.8,03/07/15 13:51:33
65.7,03/07/15 13:51:36
62.3,03/07/15 13:51:39
66.8,03/07/15 13:51:42
70.8,03/07/15 13:51:45
71.7,03/07/15 13:51:48
72.3,03/07/15 13:51:51
69.5,03/07/15 13:51:54
73.2,03/07/15 13:51:57
63.8,03/07/15 13:52:00
66.7,03/07/15 13:52:03
70.5,03/07/15 13:52:06
80.7,03/07/15 13:52:09
78.7,03/07/15 13:52:12
73.7,03/07/15 13:52:15
67.0,03/07/15 13:52:18
71.0,03/07/15 13:52:21
75.0,03/07/15 13:52:24
74.7,03/07/15 13:52:27
77.7,03/07/15 13:52:30
72.0,03/07/15 13:52:33
67.5,03/07/15 13:52:36
74.0,03/07/15 13:52:39
69.0,03/07/15 13:52:42
70.0,03/07/15 13:52:45
67.8,03/07/15 13:52:49
72.8,03/07/15 13:52:52
74.7,03/07/15 13:52:55
69.2,03/07/15 13:52:58
64.2,03/07/15 13:53:01
61.2,03/07/15 13:53:04
69.7,03/07/15 13:53:07
72.8,03/07/15 13:53:10
77.2,03/07/15 13:53:13
82.5,03/07/15 13:53:16
71.3,03/07/15 13:53:19
64.7,03/07/15 13:53:22
75.5,03/07/15 13:53:25
80.0,03/07/15 13:53:28
61.8,03/07/15 13:53:31
79.7,03/07/15 13:53:34
66.5,03/07/15 13:53:37
73.0,03/07/15 13:53:40
70.7,03/07/15 13:53:43
62.2,03/07/15 13:53:46
68.5,03/07/15 13:53:49
70.3,03/07/15 13:53:52
66.7,03/07/15 13:53:55
68.2,03/07/15 13:53:58
66.3,03/07/15 13:54:01
64.8,03/07/15 13:54:04
74.7,03/07/15 13:54:08
73.3,03/07/15 13:54:11
69.3,03/07/15 13:54:14
83.0,03/07/15 13:54:17
70.2,03/07/15 13:54:20
