989
71.8,03/07/15 01:29:33
71.9,03/07/15 01:29:41
71.9,03/07/15 01:29:49
72.0,03/07/15 01:29:57
72.1,03/07/15 01:30:05
72.1,03/07/15 01:30:13
72.1,03/07/15 01:30:21
72.1,03/07/15 01:30:29
72.1,03/07/15 01:30:38
72.1,03/07/15 01:30:46
72.1,03/07/15 01:30:54
72.1,03/07/15 01:31:02
72.1,03/07/15 01:31:10
72.0,03/07/15 01:31:18
71.9,03/07/15 01:31:26
71.9,03/07/15 01:31:35
71.9,03/07/15 01:31:43
72.0,03/07/15 01:31:52
71.9,03/07/15 01:32:00
71.9,03/07/15 01:32:09
71.9,03/07/15 01:32:17
71.9,03/07/15 01:32:25
71.9,03/07/15 01:32:33
71.9,03/07/15 01:32:41
71.9,03/07/15 01:32:49
71.8,03/07/15 01:32:58
71.8,03/07/15 01:33:06
71.8,03/07/15 01:33:14
71.8,03/07/15 01:33:22
71.8,03/07/15 01:33:30
71.8,03/07/15 01:33:38
71.9,03/07/15 01:33:46
71.9,03/07/15 01:33:55
71.9,03/07/15 01:34:03
72.0,03/07/15 01:34:11
72.0,03/07/15 01:34:19
72.0,03/07/15 01:34:27
71.9,03/07/15 01:34:36
71.8,03/07/15 01:34:44
71.8,03/07/15 01:34:52
71.9,03/07/15 01:35:01
71.8,03/07/15 01:35:09
71.8,03/07/15 01:35:17
71.8,03/07/15 01:35:25
71.9,03/07/15 01:35:33
71.9,03/07/15 01:35:42
71.8,03/07/15 01:35:50
71.8,03/07/15 01:35:58
71.8,03/07/15 01:36:06
71.8,03/07/15 01:36:15
71.8,03/07/15 01:36:24
71.8,03/07/15 01:36:32
71.8,03/07/15 01:36:40
71.8,03/07/15 01:36:48
71.8,03/07/15 01:36:56
71.9,03/07/15 01:37:04
71.8,03/07/15 01:37:12
71.9,03/07/15 01:37:21
71.9,03/07/15 01:37:29
71.9,03/07/15 01:37:37
71.9,03/07/15 01:37:45
71.9,03/07/15 01:37:53
71.8,03/07/15 01:38:01
71.8,03/07/15 01:38:09
71.8,03/07/15 01:38:17
71.8,03/07/15 01:38:26
71.8,03/07/15 01:38:34
71.8,03/07/15 01:38:42
71.8,03/07/15 01:38:50
71.8,03/07/15 01:38:58
71.8,03/07/15 01:39:06
71.9,03/07/15 01:39:14
71.9,03/07/15 01:39:23
71.9,03/07/15 01:39:32
71.9,03/07/15 01:39:40
71.9,03/07/15 01:39:48
71.9,03/07/15 01:39:56
71.8,03/07/15 01:40:04
71.9,03/07/15 01:40:12
71.9,03/07/15 01:40:20
71.9,03/07/15 01:40:29
71.8,03/07/15 01:40:37
71.8,03/07/15 01:40:45
71.8,03/07/15 01:40:53
71.8,03/07/15 01:41:01
71.8,03/07/15 01:41:10
71.7,03/07/15 01:41:18
71.7,03/07/15 01:41:26
71.7,03/07/15 01:41:35
71.7,03/07/15 01:41:43
71.7,03/07/15 01:41:52
71.7,03/07/15 01:42:01
71.7,03/07/15 01:42:09
71.8,03/07/15 01:42:17
71.8,03/07/15 01:42:25
71.7,03/07/15 01:42:33
71.8,03/07/15 01:42:42
71.8,03/07/15 01:42:50
71.9,03/07/15 01:42:58
71.9,03/07/15 01:43:06
71.8,03/07/15 01:43:15
71.8,03/07/15 01:43:24
71.8,03/07/15 01:43:32
71.7,03/07/15 01:43:40
71.8,03/07/15 01:43:48
71.8,03/07/15 01:43:56
71.8,03/07/15 01:44:04
71.8,03/07/15 01:44:12
71.8,03/07/15 01:44:21
71.7,03/07/15 01:44:29
71.7,03/07/15 01:44:38
71.8,03/07/15 01:44:46
71.8,03/07/15 01:44:54
71.7,03/07/15 01:45:02
71.7,03/07/15 01:45:10
71.7,03/07/15 01:45:18
71.8,03/07/15 01:45:27
71.8,03/07/15 01:45:35
71.8,03/07/15 01:45:43
71.8,03/07/15 01:45:51
71.9,03/07/15 01:45:59
71.9,03/07/15 01:46:07
71.9,03/07/15 01:46:15
71.8,03/07/15 01:46:24
71.8,03/07/15 01:46:32
71.9,03/07/15 01:46:40
71.8,03/07/15 01:46:48
71.8,03/07/15 01:46:56
71.8,03/07/15 01:47:04
71.8,03/07/15 01:47:12
71.8,03/07/15 01:47:21
71.9,03/07/15 01:47:29
71.9,03/07/15 01:47:38
71.9,03/07/15 01:47:46
71.9,03/07/15 01:47:54
71.9,03/07/15 01:48:02
71.9,03/07/15 01:48:11
71.8,03/07/15 01:48:19
71.8,03/07/15 01:48:27
71.9,03/07/15 01:48:36
71.9,03/07/15 01:48:44
71.9,03/07/15 01:48:52
71.9,03/07/15 01:49:00
71.9,03/07/15 01:49:08
71.8,03/07/15 01:49:16
71.8,03/07/15 01:49:25
71.8,03/07/15 01:49:33
71.8,03/07/15 01:49:41
71.8,03/07/15 01:49:49
71.8,03/07/15 01:49:57
71.8,03/07/15 01:50:05
71.9,03/07/15 01:50:13
71.9,03/07/15 01:50:22
71.9,03/07/15 01:50:30
71.9,03/07/15 01:50:38
71.9,03/07/15 01:50:46
71.9,03/07/15 01:50:54
71.9,03/07/15 01:51:02
71.9,03/07/15 01:51:10
71.9,03/07/15 01:51:19
71.9,03/07/15 01:51:27
71.9,03/07/15 01:51:35
71.9,03/07/15 01:51:43
71.8,03/07/15 01:51:51
71.8,03/07/15 01:51:59
71.9,03/07/15 01:52:07
71.9,03/07/15 01:52:16
71.9,03/07/15 01:52:24
71.8,03/07/15 01:52:32
71.8,03/07/15 01:52:40
71.8,03/07/15 01:52:48
71.8,03/07/15 01:52:56
71.8,03/07/15 01:53:05
71.8,03/07/15 01:53:13
71.8,03/07/15 01:53:22
71.7,03/07/15 01:53:31
71.7,03/07/15 01:53:39
71.8,03/07/15 01:53:47
71.8,03/07/15 01:53:55
71.8,03/07/15 01:54:03
71.8,03/07/15 01:54:11
71.9,03/07/15 01:54:19
71.9,03/07/15 01:54:28
71.9,03/07/15 01:54:36
71.9,03/07/15 01:54:44
71.8,03/07/15 01:54:52
71.7,03/07/15 01:55:01
71.7,03/07/15 01:55:10
71.7,03/07/15 01:55:18
71.8,03/07/15 01:55:26
